STATE,DISTRICT,STATION,LATITUDE,LONGITUDE,STATION_TYPE,JAN (Level m),FEB (Level m),MAR (Level m),APR (Level m),MAY (Level m),JUN (Level m),JUL (Level m),AUG (Level m),SEP (Level m),OCT (Level m),NOV (Level m),DEC (Level m),YEAR
PUNJAB,LUDHIANA,Mudian Kalan,30.8875000003173,75.9249999994783,Manual,,,,,,,,,,,,,2018
PUNJAB,PATIALA,SAGAR PARA DRAIN MEETING WITH RIVER GHAGGAR NEAR VILL SAGAR PARA PATRAN,29.955067000255163,76.05500999973661,MANUAL,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,Attari,31.59722221971375,74.61250000017633,Manual,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Jagraon 2(s),30.774999999932668,75.47083333022549,Manual,,,,16.54,16.54,,,,,84,,23.04,2018
PUNJAB,GURDASPUR,PATHANKOT;PATHANKOT;N. JAIMAL SINGH ;N. JAIMAL SINGH ;O/O BDPO,32.30555556006241,75.45972221970726,MANUAL,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,Bathinda;Bathinda;Bathinda;Bathinda;O/O BDPO,30.200555559581343,74.94333332956089,MANUAL,,,,,,,,,,,,,2018
PUNJAB,PATIALA,Haluka,30.559722219801042,76.65972221958783,Manual,,,,,,,,,,9.9,,,2018
PUNJAB,JALANDHAR,JALANDHAR;Jalandhar - I;JALLANDHAR-WEST;NANGALSHAMA;Vet. Hospital,31.32611111113993,75.64250000011582,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,MANSA,MANSA;MANSA;BHIKHI;PHAPHRE BHAIKE;Vet. Hospital,29.989166666859433,75.50749999998867,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,Saleh Chak,32.04999999969351,75.18333332975219,Manual,,,,4.5,4.5,,,4.98,,4.17,,3.57,2018
PUNJAB,LUDHIANA,TSSM SR SEC SCHOOL SHIMLAPURI LUDHIANA,30.86502400017727,75.86599600027552,MANUAL,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,Bandi-Pz,30.053055560120445,74.75777778000007,Manual,,,,,6.99,,,,,6.92,,,2018
PUNJAB,HOSHIARPUR,HOSHIARPUR;MUKERIAN;TALWARA;BORING;Govt. Elem. School,31.86361111147337,75.88472222229916,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Udonwal-Pz,30.96388888959512,76.16249999961276,Manual,,,,,5.25,,,,,4.5,,4.6,2018
PUNJAB,AMRITSAR,Pakharpura-Pz,31.770833329728607,75.09999999949036,Manual,,,,,,,,,,,,,2018
PUNJAB,BARNALA,Jangiana (d),30.48611111018228,75.28333333006495,Manual,,,,,,,,,,,,,2018
PUNJAB,HOSHIARPUR,Hussainpur,31.670833330323244,75.72499999990454,Manual,,,,,,,,,,,,,2018
PUNJAB,TARN TARAN,Nandpur-Pz,31.329166669632844,74.92083332959044,Manual,,,,,20.3,,,,,23.1,,,2018
PUNJAB,GURDASPUR,Kui-DW,32.43333332987713,75.87055556006942,Manual,,,,4.9,4.9,,,2.15,,2.1,,2.4,2018
PUNJAB,MANSA,MANSA;SARDUL GARH;SARDUL GARH;SANGHA;Vet. Hospital,29.57861110965163,75.26388889042536,MANUAL,,,,,,,,,,,,,2018
PUNJAB,SHAHID BHAGAT SINGH NAGAR,NAWAN SHAHR;BANGA;BANGA ;BAHUA ;Govt. Elem. School,31.213888888706375,75.83055555518236,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,Amritsar1,31.633333329717598,74.87499999989974,Manual,,,,25.74,25.74,,,25.79,,26.19,,25.13,2018
PUNJAB,AMRITSAR,Butala,31.612499999842402,75.32361110985322,Manual,,,,,,,,,,,,,2018
PUNJAB,JALANDHAR,Kang Sahib Rai-Pz,31.183333330392554,75.43611110989104,Manual,,,,,33.5,,,,,33.5,,32.8,2018
PUNJAB,FARIDKOT,Pahluwala-Pz,30.799166669971033,74.76333333015226,Manual,,,,,4.87,,,,,4.7,,,2018
PUNJAB,SANGRUR,Sangrur;Bhawanigarh;Bhawanigarh;Bhawanigarh;O/O BDPO,30.266666669574008,76.03750000046017,MANUAL,,,,,,,,,,,,,2018
PUNJAB,KAPURTHALA,Rawalpindi-Pz,31.289444440422972,75.79249999987287,Manual,,,,,24.25,,,,,25.35,,,2018
PUNJAB,LUDHIANA,LUDHIANA;LUDHIANA;ALAMGEER;GOVT. SCHOOL,30.78805555599336,75.85888888930235,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,PATIALA,PATIALA;SANOUR;RASOOLPUR JAURA;Vill. Dharamsala adj Guga Mari,30.3969444445582,76.43888888866049,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,NAWAN SHAHR;AUR;AUR;HOSPITAL,31.102222221890894,75.10194444403828,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,BATHINDA;Rampura Phul ;PHUL;DULLE WALA;Vet. Dispensary,30.451111110905863,75.25166666710484,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,MUKTSAR,Bhiti Wala-Pz,29.976111110279955,74.49777777983911,Manual,,,,,3.57,,,,,3.63,,,2018
PUNJAB,SANGRUR,SANGRUR;BHAWANIGARH;BHAWANIGARH;NARAINGARH;Elem. School,30.176944444861608,76.04277777726017,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,MOGA,Nihalsinghwala-Pz,30.610833329955554,75.18305556010995,Manual,,,,33.65,33.65,,,35.1,,35.57,,34.75,2018
PUNJAB,TARN TARAN,Kalsia Kalan,31.277777780062582,74.70000000014251,Manual,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,TOANSA PUNJAB,30.97757000024023,76.51652899989634,MANUAL,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,Gago Mahal- Pz,31.900000000018423,74.66666667029901,Manual,,,,,,,,7.32,,6.6,,5.58,2018
PUNJAB,TARN TARAN,Choudhary Wala-Pz,31.33749999988685,75.00000000041055,Manual,,,,,,,,,,,,,2018
PUNJAB,JALANDHAR,Mahmuwal-Pz,31.13333333007974,75.27222222041708,Manual,,,,,34.1,,,,,34.3,,34,2018
PUNJAB,AMRITSAR,AMRITSAR;AJNALA;AJNALA;CHAK DOGRA;Vet. Hospital,31.885555555861643,74.71861111141082,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,AMRITSAR;AMRITSAR - II;AMRITSAR;GILL WALI;Vet. Hospital,31.579722222552892,74.88333333312495,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,AMRITSAR;AMRITSAR - II;AMRITSAR;BAL KALAN;Vet. Hospital,31.702222222121073,74.91000000015033,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,BATHINDA;BATHINDA;SANGAT;BANDI;Govt. Elem. Sec. School,30.05416667042791,74.76111111030696,MANUAL,,,,,,,,,,,,,2018
PUNJAB,JALANDHAR,Mehsampur-Pz,31.081944439695345,75.71805555993983,Manual,,,,,22.6,,,,,24.8,,21.7,2018
PUNJAB,LUDHIANA,Mehma-Pz,30.748055560148327,75.78499999985303,Manual,,,,,,,,,,,,,2018
PUNJAB,TARN TARAN,Mari Kamboke-Pz,31.333333329818966,74.60416666988993,Manual,,,,,12.2,,,,,11.2,,11.3,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Malkpur-Pz,30.70833332979285,76.58055556019767,Manual,,,,,6.7,,,,,,,,2018
PUNJAB,KAPURTHALA,KAPURTHALA;PHAGWARA ;PHAGWARA ;Maheru;Govt. Middel  School,31.246388890076453,75.69416666964673,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,FATEHGARH SAHIB,Fatehgarh Sahib;;KHERA ;TIMBER PUR;Govt. Elem. School,30.595833333728436,76.54916666629302,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,Gulabgarh 2 (s),30.150000000101493,74.99999999952718,Manual,,,,14.13,14.13,,,14.7,,14.13,,13.9,2018
PUNJAB,TARN TARAN,Bhalaipur-Pz,31.49166666971595,75.21666666956989,Manual,,,,,21.2,,,,,,,20.9,2018
PUNJAB,BATHINDA,Balluana1,30.220833329822295,74.78333332954305,Manual,,,,5.25,5.25,,,5.47,,5.33,,5.44,2018
PUNJAB,HOSHIARPUR,Samundra,31.15833333007193,76.18333332999737,Manual,,,,,,,,,,,,,2018
PUNJAB,MOGA,Dagru- Pz,30.823888890265806,75.02638889025567,Manual,,,,31.22,31.22,,,33.95,,39.43,,34.98,2018
PUNJAB,FARIDKOT,Killi-Pz,30.78583333024968,74.54611111040985,Manual,,,,5.35,5.35,,,4.56,,,,3.37,2018
PUNJAB,MOGA,MOGA;NIHAL SINGH WALA;MEEMANA;P.L. Near Dana Mandi,30.641111110643877,75.35638888837958,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,Jhanduke,30.163888889805794,75.14999999975912,Manual,,,,23.27,23.27,,,25.92,,25.78,,24.47,2018
PUNJAB,JALANDHAR,Kharal Kalan Pz-M,31.60277777986284,75.64999999969669,Manual,,,,17.26,17.26,,,16.42,,15.2,,14.01,2018
PUNJAB,GURDASPUR,GURDASPUR;DERA BABA NANAK ;DERA BABA NANAK;SHIKAR;Vet. Hospital,31.972222220056526,75.06305555991412,MANUAL,,,,,,,,,,,,,2018
PUNJAB,PATIALA,PATIALA;SAMANA ;SAMANA;NANHERA ;Vet. Dispensary,30.03333333006011,76.1694444401999,MANUAL,,,,,,,,,,,,,2018
PUNJAB,KAPURTHALA,Khurampur,31.26249999962986,75.77916667039707,Manual,,,,,,,,,,,,,2018
PUNJAB,JALANDHAR,Kheral Kalan D,31.603333330105226,75.6500000004925,Manual,,,,14.6,14.6,,,20.96,,15.32,,14.38,2018
PUNJAB,SHAHID BHAGAT SINGH NAGAR,Kathgarh,31.04166667018715,76.38333333001376,Manual,,,,,,,,,,,,,2018
PUNJAB,HOSHIARPUR,Chohal,31.61111111012501,75.97222222041583,Manual,,,,2,2,,,3.5,,3.62,,3.75,2018
PUNJAB,GURDASPUR,GURDASPUR;BATALA;SRI HARGOBINDPUR ;SRI HARGOBINDPUR ;O/O BDPO,31.691666669948717,75.47500000051001,MANUAL,,,,,,,,,,,,,2018
PUNJAB,MANSA,Bareta,29.85416667007284,75.69166667043295,Manual,,,,,,,,,,,,,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Palheri-PZ,30.791111110226858,76.69305555992446,Manual,,,,,27.65,,,,,27.65,,26.9,2018
PUNJAB,JALANDHAR,JALANDHAR;Jalandhar - II;BHOGPUR;SKARAR PUR;Janj Ghar,31.51027777743293,75.63111111162115,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,BARNALA,BARNALA;BARNALA;MEHAL KALAN;RAISER;Vet Dispensary,30.477777779697746,75.34583332984009,MANUAL,,,,,,,,,,,,,2018
PUNJAB,PATIALA,HANDPUMP NEAR ASH DYKES OF NABHA POWER LTD VILL NALASH RAJPURA,30.557621999674755,76.58162199957165,MANUAL,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,Madhowal-PZ,31.078888890457826,76.54611111037262,Manual,,,,,,,,,,,,,2018
PUNJAB,BARNALA,Daula-Pz,30.287500000166368,75.4625000004342,Manual,,,,,35.09,,,,,,,,2018
PUNJAB,SHAHID BHAGAT SINGH NAGAR,Hakimpur,31.12138888962807,75.9250000000916,Manual,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,BATHINDA;Rampura Phul ;RAMPURA;JHANDU KE;Panchayat Land,30.15972222226513,75.14750000030503,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,LUDHIANA;Jagraon;JAGRAON;PABBIAN;Vet. Dispensary,30.792777778219925,75.56222222229702,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,TARN TARAN,Goindwal,31.365277779610764,75.14444443980823,Manual,,,,,,,,,,,,,2018
PUNJAB,JALANDHAR,Talwandi Bhutial-Pz,31.048611109943206,75.26666667047803,Manual,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,AMRITSAR;JOGA;MAJITHA;SHAM NAGAR;Vet. Hospital,31.752499999728453,75.02972222212854,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,Sekhpur Khurd-PZ,30.557500000414432,75.80555556015582,Manual,,,,,37.95,,,,,39.1,,38.5,2018
PUNJAB,GURDASPUR,PATHANKOT;PATHANKOT;DHAR KALAN;JANDWAL;Vet. Hospital,32.288611109779836,75.74333332990855,MANUAL,,,,,,,,,,,,,2018
PUNJAB,MANSA,MANSA;SARDUL GARH;SARDUL GARH;KUSLA;Vet. Hospital,29.801666666643523,75.23611111110021,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,Parcha-Pz,31.922222219733975,74.9555555604612,Manual,,,,,7.1,,,,,5.5,,5.8,2018
PUNJAB,MANSA,MANSA;BUDHLADA;BUDHLADA;ALAMPUR MANDRAN;Vet. Dispensary,29.833055555242765,75.45666666657341,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,Ghorenab (d),29.962500000151273,75.87916666947176,Manual,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,NAWAN SHAHR;AUR;AUR;HOSPITAL,31.102222221890894,75.10194444403828,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,NANGAL PUNJAB,31.379857999758105,76.36341400009692,MANUAL,,,,,,,,,,,,,2018
PUNJAB,HOSHIARPUR,Bhalowal Gujjran-Pz,31.388611109641847,76.07638888967618,Manual,,,,,,,,,,38.7,,38.4,2018
PUNJAB,RUPNAGAR,ROPAR;ANANDPUR SAHIB ;NURPUR BEDI ;NOORPUR BEDI;Vet. Hospital,31.171111110359107,76.47750000017703,MANUAL,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Punian,30.875555559891463,76.1436111097173,Manual,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,Rajo Majra-PZ,30.3708333301812,75.79722221986192,Manual,,,,,32.3,,,,,34,,33.3,2018
PUNJAB,MOGA,FEROZEPUR;ZIRA;ZIRA;TALWANDI JALLE KHAN;Govt. High School,30.846388888663657,75.05722222206927,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,Mudhal,31.680833330430072,74.96111111000796,Manual,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,BATHINDA;TALWANDI SABO;TALWANDI SABO;PHULLO KHARI;Ecectricity Office/Vet. Disp.,29.929722220326184,74.98277777968107,MANUAL,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,Mirza Jaan-Pz,31.883333330361747,75.13333332959542,Manual,,,,,,,,,,9.8,,,2018
PUNJAB,BATHINDA,BATHINDA;TALWANDI SABO;TALWANDI SABO;NATHEHA;Panchayat Land,29.842222222300006,75.17277777753448,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,Muradwala Dal-Pz,30.268055560023498,74.25416667031307,Manual,,,,,2.9,,,,,3.2,,3.12,2018
PUNJAB,MOGA,Moga,30.822222219891845,75.1666666704315,Manual,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,Chakdera,31.041666670068356,76.53333333025596,Manual,,,,4.95,4.95,,,1.4,,3.63,,4.19,2018
PUNJAB,RUPNAGAR,Attari-PZ,31.13750000006809,76.58888889037058,Manual,,,,,6.9,,,,,5.6,,5.8,2018
PUNJAB,PATIALA,Surala Kalan-PZ,30.29722221963866,76.62666667031952,Manual,,,,,2.9,,,,,2.65,,1.7,2018
PUNJAB,HOSHIARPUR,HOSHIARPUR;DASUYA;DASUYA;PANDORI RAI;Govt. Elem. School,31.79916666647391,75.6241666665468,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,SANGRUR;DHURI;DHURI;MINSA;Vet. Hospital,30.393055559868635,75.96111111021818,MANUAL,,,,,,,,,,,,,2018
PUNJAB,MUKTSAR,Dhalkot-Pz,30.388055559675546,74.7005555595044,Manual,,,,,6.7,,,,,7.75,,,2018
PUNJAB,FATEHGARH SAHIB,Sirhind-Pz,30.627777779827127,76.3694444404921,Manual,,,,,25.3,,,,,23.7,,23.5,2018
PUNJAB,GURDASPUR,PATHANKOT;PATHANKOT;N. JAIMAL SINGH ;NARAYAN PUR;Anganwari center,32.20944444023204,75.44749999946066,MANUAL,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,NAWAN SHAHR;AUR;AUR;HOSPITAL,31.102222221890894,75.10194444403828,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,AMRITSAR,AMRITSAR;BABA BAKALA ;RAYYA;RAYYA;Vet. Hospital,31.541666670383297,75.23333332965689,MANUAL,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,Godiwala-Pz,30.294444440335887,74.10888889033433,Manual,,,,,4.26,,,,,4.72,,4.6,2018
PUNJAB,GURDASPUR,Kala Afgana-Pz,31.904166670373797,74.91111111016416,Manual,,,,,9.3,,,,,9.15,,9,2018
PUNJAB,LUDHIANA,Dakha,30.854166670109493,75.68749999977264,Manual,,,,,,,,,,,,,2018
PUNJAB,PATIALA,GROUND WATER SAMPLING BLOCATION IN VILLAGE MAIN,30.33885899985805,76.39297300022797,MANUAL,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,Rukne Wala-Pz,31.074999999893727,74.78888889029027,Manual,,,,,9.4,,,,,9.2,,9.12,2018
PUNJAB,JALANDHAR,Jalandhar;SHAHKOT;Lohian  ;Talwandi Madho;Co operative Society,31.204166669959445,75.30833333000523,MANUAL,,,,,,,,,,,,,2018
PUNJAB,TARN TARAN,TARN TARAN ;TARN TARAN ;NAUSHERA PANNUAN ;JANDOKE;Panchyat Land,31.37916666647361,74.89111111075634,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,Sangrur,30.229166669733374,75.84583332990256,Manual,,,,,,,,,,,,,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Raipur Kalan,30.65833332998711,76.68055555956123,Manual,,,,,17.9,,,,,16,,15.8,2018
PUNJAB,JALANDHAR,Kala-Pz,31.154166670222462,75.82500000033657,Manual,,,,,22.7,,,,,22.6,,20.4,2018
PUNJAB,GURDASPUR,Harchowal-Pz-M,31.78805555992495,75.43027778048582,Manual,,,,14.09,14.09,,,14.14,,12.97,,13.13,2018
PUNJAB,MOGA,BARNALA;BARNALA;MEHAL KALAN ;LOHGARH;Vet. Hospital,30.929166666335792,75.26166666663431,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,BATHINDA;TALWANDI SABO;MAUR;RAJGARH KUBEY;Vet. Dispensary,30.019999999934406,74.23999999989091,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,HOSHIARPUR,HOSHIARPUR;DASUYA;TANDA;MIANIPUR;Vet. Hospital,31.706944444472715,75.56944444421266,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Badali-Pz,30.833333329678048,76.55000000014657,Manual,,,,,13.2,,,,,,,,2018
PUNJAB,AMRITSAR,Nawan Tanal- Pz,31.66666666959063,75.16388889006208,Manual,,,,12.51,12.51,,,13.4,,11.98,,11.08,2018
PUNJAB,JALANDHAR,Bhogpur-Pz,31.549999999897736,75.63333333015913,Manual,,,,,22.1,,,,,,,,2018
PUNJAB,GURDASPUR,GURDASPUR;BATALA;FATEHGARH CHURIAN ;LANGURWAL;Govt. Elem. School,31.845277777615333,75.03944444480652,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,TARN TARAN,Jandoke-Pz,31.35416666981346,74.83472221974334,Manual,,,,,21.8,,,,,22.8,,22.5,2018
PUNJAB,RUPNAGAR,ROPAR;MORINDA;MORINDA;SIRHANA;Govt. Elem. School,30.80805556011203,76.46500000039123,MANUAL,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,Rurki Hiran,30.852777780266386,76.42916667003163,Manual,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Sanewal-Pz,30.837222220137715,75.83750000024999,Manual,,,,,17.5,,,,,17.1,,16.9,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Ranimajra 07pz,30.44999999975024,76.88749999996588,Manual,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,Ghanauri Kalan,30.408333330017754,75.78333332991598,Manual,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,Pathrala-PZ,29.997222219592523,74.75333332970168,Manual,,,,,,,,,,,,,2018
PUNJAB,PATIALA,Bassie Vaidan,30.645833329736767,76.59166667042186,Manual,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,Rani Pur-PZ,32.35055555981335,75.66305556002129,Manual,,,,,13.7,,,,,6,,7.3,2018
PUNJAB,FIROZPUR,Bulla Rai Uttar-Pz,30.733333330349712,74.31666666986091,Manual,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Katanikalan-Pz,30.84916666959801,76.08222222017767,Manual,,,,,9.7,,,,,9.2,,9,2018
PUNJAB,LUDHIANA,Ludhiana;Raikot ;Sudhar;Sudhar;Vet. Hospital,30.795833330237627,75.72361110984045,MANUAL,,,,,,,,,,,,,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Rurki Pakki1,30.76527777982189,76.59999999971738,Manual,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Bassian,30.65833332995093,75.53750000006346,Manual,,,,,,,,,,,,,2018
PUNJAB,SANGRUR,SANGRUR;SANGRUR;SANGRUR;RUPAHERI;Vet. Hospital,30.299722222058094,75.90694444479807,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,SHAHID BHAGAT SINGH NAGAR,NAWAN SHAHR;BANGA;BANGA ;BEHRAM ;Vet. Hospital,31.20638888902583,75.89916666671365,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,Bhagwant Pur,30.89166666982655,76.55416667052332,Manual,,,,,,,,,,,,,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Singhpura-Pz,30.62916666974869,76.81666666961421,Manual,,,,,32.3,,,,,31.6,,31.05,2018
PUNJAB,TARN TARAN,Kotbudda-Pz,31.125000000281723,74.70833332972745,Manual,,,,,14.8,,,,,12.8,,12.7,2018
PUNJAB,LUDHIANA,Dinnamder-Pz,30.646944440210056,76.06888888963638,Manual,,,,,22.8,,,,,23.73,,22.6,2018
PUNJAB,MOGA,Mangewala-Pz,30.79722221979933,74.9749999999255,Manual,,,,,22.95,,,,,,,24.89,2018
PUNJAB,FARIDKOT,Wara Dharaka,30.510000000357294,74.75166666960725,Manual,,,,,,,,,,,,,2018
PUNJAB,FATEHGARH SAHIB,Inayatpur-PZ-D,30.64777778012138,76.38999999975184,Manual,,,,19.8,19.8,,,23.2,,21.64,,20.98,2018
PUNJAB,LUDHIANA,MOGA;BAGHA PURANA;BAGHA PURANA;SAMAD BHAI;Govt. Sr. Sec. School,30.92833333316693,76.04611111144398,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,MANSA,JALANDHAR;PHILLAUR;NURMEHAL;TALWAN;Vet. Hospital,30.011111110949695,75.60499999982285,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,LUDHIANA,Jodhwal,30.966111109581078,76.20583332987134,Manual,,,,,,,,,,,,,2018
PUNJAB,FARIDKOT,Deviwala-Pz,30.61277778031776,74.87083333043671,Manual,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,GURDASPUR;GURDASPUR;DINA NAGAR;NAUSHERA;Govt. Elem. School,32.13222222003247,75.40555555958524,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,Jainpur-PZ,32.250000000170886,75.40694444011164,Manual,,,,,3.4,,,,,1.8,,2.7,2018
PUNJAB,SANGRUR,SANGRUR;Ahmedgarh ;MALERKOTLA-II;SIKANDARPUR;Panchyat Land,30.527499999763904,75.82166666712078,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,MUKTSAR,Kuttianwali,30.031944439609255,74.46444443969433,Manual,,,,,,,,,,2.8,,0.64,2018
PUNJAB,AMRITSAR,Attari-Pz,31.604166670210386,74.59166667014885,Manual,,,,,15.2,,,,,15.4,,14.7,2018
PUNJAB,BATHINDA,Dhapali,30.362499999827843,75.24166667012562,Manual,,,,,,,,,,,,,2018
PUNJAB,MOGA,FEROZEPUR;ZIRA;MAKHU ;CHAMB;Vet. Hospital,31.053055555995545,75.07388888882927,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,BARNALA,BARNALA;BARNALA;BARNALA;NANGAL;Vet. Hospital,30.433055559710905,75.65499999953873,MANUAL,,,,,,,,,,,,,2018
PUNJAB,RUPNAGAR,Hardinamoh,31.150000000124077,76.57499999983027,Manual,,,,3.15,3.15,,,1.2,,2.44,,2.21,2018
PUNJAB,TARN TARAN,Chola Sahib,31.2625000003516,74.99166667043784,Manual,,,,,,,,,,,,,2018
PUNJAB,MOGA,MOGA;NIHAL SINGH WALA;NIHAL SINGH WALA;BILASPUR;Civil Dispensary,30.57527777737173,75.36638888870702,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,GURDASPUR;BATALA;QUADIAN ;QUADIAN ;Govt. Elem. School,31.820833329968945,75.38333333009494,MANUAL,,,,,,,,,,,,,2018
PUNJAB,JALANDHAR,Pharwala-Pz,31.087499999842702,75.66944444000887,Manual,,,,,24.7,,,,,25.4,,22.7,2018
PUNJAB,PATIALA,PATIALA;PATIALA;SANAUR ;RANDHAWA;Gugamari Land,30.13333332967759,76.14583333028608,MANUAL,,,,,,,,,,,,,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Sohana,30.683333329757794,76.69999999975491,Manual,,,,,,,,,,,,,2018
PUNJAB,FIROZPUR,Bazirdpura,29.95833333046231,74.38333333035516,Manual,,,,7.5,7.5,,,7.57,,7.43,,7.3,2018
PUNJAB,MUKTSAR,100 M D/S OF VILL RURIANWALI DIST MUKTSAR,30.467274000293084,74.51454800016887,MANUAL,,,,,,,,,,,,,2018
PUNJAB,TARN TARAN,Rajoke-Pz,31.279166669822562,74.54999999951144,Manual,,,,,8.1,,,,,7.9,,7.6,2018
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,Issapur,30.59166667017763,76.84583333031757,Manual,,,,6.73,,,,50,,,,,2018
PUNJAB,AMRITSAR,Bal Kalan-Pz,31.712500000077863,74.9041666699497,Manual,,,,,17.9,,,,,18.1,,17.2,2018
PUNJAB,HOSHIARPUR,HOSHIARPUR;MUKERIAN;MUKERIAN;LADPUR;Govt. Elem. School,32.027499999656,75.58694444027967,MANUAL,,,,,,,,,,,,,2018
PUNJAB,BATHINDA,Lehra Dhulkot-Pz,30.260277780039292,75.20222222000442,Manual,,,,,24.12,,,,,24.09,,24.67,2018
PUNJAB,SANGRUR,Panjgaraian- Pz,30.522222220079133,75.70444444018638,Manual,,,,,40.4,,,,,41.96,,41.2,2018
PUNJAB,BARNALA,Dhanaula-Pz,30.28611111021773,75.45972222000066,Manual,,,,,,,,,,32.33,,32.24,2018
PUNJAB,JALANDHAR,JALANDHAR;JALLANDHAR-EAST;Jalandhar Cantt. PHALARIWAL;BDO office,31.265555555388268,75.59527777746011,TELEMETRIC,,,,,,,,,,,,,2018
PUNJAB,KAPURTHALA,HAMIRA VILLAGE PUNJAB,31.455965000054352,75.43369899964928,MANUAL,,,,,,,,,,,,,2018
PUNJAB,GURDASPUR,PATHANKOT;PATHANKOT;SUJANPUR;PHILORA;Govt. Elem. School,32.30527778000522,75.56083333002313,MANUAL,,,,,,,,,,,,,2018
